sep=,
session,mirrorFirst,ID,boxes,imistake,pred,prob,type,taskName,CR1,CR2,CR3,sex,major,math,economics,cuM,cuL,precisionL,precisionM,similarity,attnBoxL,attnBoxM,attnPayL,attnPayM,repeated,mirror,lottery,r_mirror,r_lottery,time_mirror,time_lottery,time_r_mirror,time_r_lottery,noiseL,noiseM,noise,elicitation,multiplier,treatment
1,TRUE,2867416413,100,TRUE,-6.5,25,L,L25,3 days,20,less than what he started out with,Male,Other,High school,High school,39,20,45,65,I followed mostly similar strategies.,100,100,100,100,0,-15.5,-12.5,0,0,53.100000000000485,15.299999999999962,NA,NA,0,0,0,MPL,-1,error
1,TRUE,2867416413,100,TRUE,-12.5,50,L,L50,3 days,20,less than what he started out with,Male,Other,High school,High school,39,20,45,65,I followed mostly similar strategies.,100,100,100,100,0,-18.5,-15.5,0,0,10.599999999999978,10.699999999999978,NA,NA,0,0,0,MPL,-1,error
1,TRUE,2867416413,100,TRUE,-18.5,75,L,L75,3 days,20,less than what he started out with,Male,Other,High school,High school,39,20,45,65,I followed mostly similar strategies.,100,100,100,100,0,-20.5,-15.5,0,0,22.40000000000005,16.699999999999967,NA,NA,0,0,0,MPL,1,error
1,TRUE,2867416413,100,TRUE,-22.5,90,L,L90,3 days,20,less than what he started out with,Male,Other,High school,High school,39,20,45,65,I followed mostly similar strategies.,100,100,100,100,0,-17.5,-20.5,0,0,7.599999999999989,15.89999999999996,NA,NA,0,0,0,MPL,1,error
1,TRUE,2987866602,100,TRUE,0,50,A,A10,9,20,7000,Female,Business/Economics,Two or more university-level courses,Two or more university-level courses,47,49,95,95,I followed mostly similar strategies.,96,95,96,96,0,51,51,0,0,55.70000000000052,41.900000000000325,NA,NA,0,0,0,MPL,-1,error
1,TRUE,2987866602,100,TRUE,0,50,A,A15,9,20,7000,Female,Business/Economics,Two or more university-level courses,Two or more university-level courses,47,49,95,95,I followed mostly similar strategies.,96,95,96,96,0,51,51,0,0,45.400000000000375,25.000000000000085,NA,NA,0,0,0,MPL,-1,error
1,TRUE,2987866602,100,TRUE,2.5,10,G,G10,9,20,7000,Female,Business/Economics,Two or more university-level courses,Two or more university-level courses,47,49,95,95,I followed mostly similar strategies.,96,95,96,96,0,0.5,1.5,0,0,12.69999999999997,17.899999999999984,NA,NA,0,0,0,MPL,1,error
1,TRUE,2987866602,100,TRUE,6.5,25,G,G25,9,20,7000,Female,Business/Economics,Two or more university-level courses,Two or more university-level courses,47,49,95,95,I followed mostly similar strategies.,96,95,96,96,0,0.5,0.5,0,0,49.700000000000436,8.199999999999987,NA,NA,0,0,0,MPL,1,error
1,TRUE,2987866602,100,TRUE,12.5,50,G,G50,9,20,7000,Female,Business/Economics,Two or more university-level courses,Two or more university-level courses,47,49,95,95,I followed mostly similar strategies.,96,95,96,96,0,0.5,0.5,0,0,13.899999999999967,16.599999999999966,NA,NA,0,0,0,MPL,-1,error
1,TRUE,2987866602,100,TRUE,18.5,75,G,G75,9,20,7000,Female,Business/Economics,Two or more university-level courses,Two or more university-level courses,47,49,95,95,I followed mostly similar strategies.,96,95,96,96,0,0.5,0.5,0,0,9.399999999999983,7.499999999999989,NA,NA,0,0,0,MPL,-1,error
1,TRUE,2987866602,100,TRUE,22.5,90,G,G90,9,20,7000,Female,Business/Economics,Two or more university-level courses,Two or more university-level courses,47,49,95,95,I followed mostly similar strategies.,96,95,96,96,0,0.5,0.5,0,0,11.699999999999974,46.60000000000039,NA,NA,0,0,0,MPL,-1,error
1,TRUE,2987866602,100,TRUE,-2.5,10,L,L10,9,20,7000,Female,Business/Economics,Two or more university-level courses,Two or more university-level courses,47,49,95,95,I followed mostly similar strategies.,96,95,96,96,0,-17.5,-9.5,0,0,89.69999999999918,52.70000000000048,NA,NA,0,0,0,MPL,-1,error
1,TRUE,2987866602,100,TRUE,-6.5,25,L,L25,9,20,7000,Female,Business/Economics,Two or more university-level courses,Two or more university-level courses,47,49,95,95,I followed mostly similar strategies.,96,95,96,96,0,-25.5,-24.5,0,0,12.89999999999997,34.40000000000022,NA,NA,0,0,0,MPL,-1,error
1,TRUE,2987866602,100,TRUE,-12.5,50,L,L50,9,20,7000,Female,Business/Economics,Two or more university-level courses,Two or more university-level courses,47,49,95,95,I followed mostly similar strategies.,96,95,96,96,0,-25.5,-25.5,0,0,49.700000000000436,13.899999999999967,NA,NA,0,0,0,MPL,-1,error
1,TRUE,2987866602,100,TRUE,-18.5,75,L,L75,9,20,7000,Female,Business/Economics,Two or more university-level courses,Two or more university-level courses,47,49,95,95,I followed mostly similar strategies.,96,95,96,96,0,-24.5,-23.5,0,0,121.0999999999974,14.699999999999964,NA,NA,0,0,0,MPL,1,error
1,TRUE,2987866602,100,TRUE,-22.5,90,L,L90,9,20,7000,Female,Business/Economics,Two or more university-level courses,Two or more university-level courses,47,49,95,95,I followed mostly similar strategies.,96,95,96,96,0,-25.5,-24.5,0,0,12.79999999999997,15.099999999999962,NA,NA,0,0,0,MPL,1,error
1,FALSE,3251402925,100,TRUE,0,50,A,A10,6 days,10,7000,Male,Other,Single university-level course,Single university-level course,4,1,51,52,I followed mostly similar strategies.,41,41,28,26,0,27,23,0,0,8.2999999999999865,22.200000000000045,NA,NA,0,0,0,MPL,-1,error
1,FALSE,3251402925,100,TRUE,0,50,A,A15,6 days,10,7000,Male,Other,Single university-level course,Single university-level course,4,1,51,52,I followed mostly similar strategies.,41,41,28,26,0,27,13,0,0,11.599999999999975,13.399999999999968,NA,NA,0,0,0,MPL,-1,error
1,FALSE,3251402925,100,TRUE,2.5,10,G,G10,6 days,10,7000,Male,Other,Single university-level course,Single university-level course,4,1,51,52,I followed mostly similar strategies.,41,41,28,26,0,10.5,12.5,0,0,6.999999999999991,24.200000000000074,NA,NA,0,0,0,MPL,1,error
1,FALSE,3251402925,100,TRUE,6.5,25,G,G25,6 days,10,7000,Male,Other,Single university-level course,Single university-level course,4,1,51,52,I followed mostly similar strategies.,41,41,28,26,0,13.5,13.5,0,0,9.799999999999981,8.799999999999985,NA,NA,0,0,0,MPL,1,error
1,FALSE,3251402925,100,TRUE,12.5,50,G,G50,6 days,10,7000,Male,Other,Single university-level course,Single university-level course,4,1,51,52,I followed mostly similar strategies.,41,41,28,26,0,13.5,14.5,0,0,16.699999999999967,15.59999999999996,NA,NA,0,0,0,MPL,-1,error
1,FALSE,3251402925,100,TRUE,18.5,75,G,G75,6 days,10,7000,Male,Other,Single university-level course,Single university-level course,4,1,51,52,I followed mostly similar strategies.,41,41,28,26,0,6.5,9.5,0,0,7.999999999999988,13.799999999999967,NA,NA,0,0,0,MPL,-1,error
1,FALSE,3251402925,100,TRUE,22.5,90,G,G90,6 days,10,7000,Male,Other,Single university-level course,Single university-level course,4,1,51,52,I followed mostly similar strategies.,41,41,28,26,0,13.5,13.5,0,0,7.099999999999991,12.199999999999973,NA,NA,0,0,0,MPL,-1,error
1,FALSE,3251402925,100,TRUE,-2.5,10,L,L10,6 days,10,7000,Male,Other,Single university-level course,Single university-level course,4,1,51,52,I followed mostly similar strategies.,41,41,28,26,0,-17.5,-14.5,0,0,13.499999999999968,8.599999999999985,NA,NA,0,0,0,MPL,-1,error
1,FALSE,3251402925,100,TRUE,-6.5,25,L,L25,6 days,10,7000,Male,Other,Single university-level course,Single university-level course,4,1,51,52,I followed mostly similar strategies.,41,41,28,26,0,-17.5,-16.5,0,0,12.199999999999973,26.600000000000108,NA,NA,0,0,0,MPL,-1,error
1,FALSE,3251402925,100,TRUE,-12.5,50,L,L50,6 days,10,7000,Male,Other,Single university-level course,Single university-level course,4,1,51,52,I followed mostly similar strategies.,41,41,28,26,0,-13.5,-16.5,0,0,11.899999999999974,20.700000000000024,NA,NA,0,0,0,MPL,-1,error
1,FALSE,3251402925,100,TRUE,-18.5,75,L,L75,6 days,10,7000,Male,Other,Single university-level course,Single university-level course,4,1,51,52,I followed mostly similar strategies.,41,41,28,26,0,-11.5,-15.5,0,0,6.799999999999992,11.099999999999977,NA,NA,0,0,0,MPL,1,error
1,FALSE,3251402925,100,TRUE,-22.5,90,L,L90,6 days,10,7000,Male,Other,Single university-level course,Single university-level course,4,1,51,52,I followed mostly similar strategies.,41,41,28,26,0,-12.5,-18.5,0,0,13.699999999999967,69.60000000000032,NA,NA,0,0,0,MPL,1,error
1,TRUE,3281139876,100,TRUE,0,50,A,A10,4 days,20,7000,Female,Mathematics,Two or more university-level courses,Single university-level course,97,71,85,100,I followed mostly different strategies.,100,100,90,100,0,9,25,0,0,40.0000000000003,105.49999999999828,NA,NA,0,0,0,MPL,-1,error
1,TRUE,3281139876,100,TRUE,0,50,A,A15,4 days,20,7000,Female,Mathematics,Two or more university-level courses,Single university-level course,97,71,85,100,I followed mostly different strategies.,100,100,90,100,0,15,39,0,0,44.50000000000036,38.70000000000028,NA,NA,0,0,0,MPL,-1,error
1,TRUE,3281139876,100,TRUE,2.5,10,G,G10,4 days,20,7000,Female,Mathematics,Two or more university-level courses,Single university-level course,97,71,85,100,I followed mostly different strategies.,100,100,90,100,0,2.5,4.5,0,0,57.00000000000054,25.200000000000088,NA,NA,0,0,0,MPL,1,error
1,TRUE,3281139876,100,TRUE,6.5,25,G,G25,4 days,20,7000,Female,Mathematics,Two or more university-level courses,Single university-level course,97,71,85,100,I followed mostly different strategies.,100,100,90,100,0,6.5,7.5,0,0,22.40000000000005,35.30000000000023,NA,NA,0,0,0,MPL,1,error
1,TRUE,3281139876,100,TRUE,12.5,50,G,G50,4 days,20,7000,Female,Mathematics,Two or more university-level courses,Single university-level course,97,71,85,100,I followed mostly different strategies.,100,100,90,100,0,12.5,9.5,0,0,14.899999999999963,80.19999999999972,NA,NA,0,0,0,MPL,-1,error
1,TRUE,3281139876,100,TRUE,18.5,75,G,G75,4 days,20,7000,Female,Mathematics,Two or more university-level courses,Single university-level course,97,71,85,100,I followed mostly different strategies.,100,100,90,100,0,18.5,14.5,0,0,18.499999999999993,94.09999999999893,NA,NA,0,0,0,MPL,-1,error
1,TRUE,3281139876,100,TRUE,22.5,90,G,G90,4 days,20,7000,Female,Mathematics,Two or more university-level courses,Single university-level course,97,71,85,100,I followed mostly different strategies.,100,100,90,100,0,22.5,16.5,0,0,36.10000000000024,86.89999999999934,NA,NA,0,0,0,MPL,-1,error
1,TRUE,3281139876,100,TRUE,-2.5,10,L,L10,4 days,20,7000,Female,Mathematics,Two or more university-level courses,Single university-level course,97,71,85,100,I followed mostly different strategies.,100,100,90,100,0,-2.5,-10.5,0,0,14.299999999999965,48.200000000000415,NA,NA,0,0,0,MPL,-1,error
1,TRUE,3281139876,100,TRUE,-6.5,25,L,L25,4 days,20,7000,Female,Mathematics,Two or more university-level courses,Single university-level course,97,71,85,100,I followed mostly different strategies.,100,100,90,100,0,-6.5,-10.5,0,0,17.899999999999984,43.10000000000034,NA,NA,0,0,0,MPL,-1,error
1,TRUE,3281139876,100,TRUE,-12.5,50,L,L50,4 days,20,7000,Female,Mathematics,Two or more university-level courses,Single university-level course,97,71,85,100,I followed mostly different strategies.,100,100,90,100,0,-12.5,-20.5,0,0,24.300000000000075,65.30000000000057,NA,NA,0,0,0,MPL,-1,error
1,TRUE,3281139876,100,TRUE,-18.5,75,L,L75,4 days,20,7000,Female,Mathematics,Two or more university-level courses,Single university-level course,97,71,85,100,I followed mostly different strategies.,100,100,90,100,0,-18.5,-22.5,0,0,41.800000000000324,74.10000000000007,NA,NA,0,0,0,MPL,1,error
1,TRUE,3281139876,100,TRUE,-22.5,90,L,L90,4 days,20,7000,Female,Mathematics,Two or more university-level courses,Single university-level course,97,71,85,100,I followed mostly different strategies.,100,100,90,100,0,-22.5,-20.5,0,0,16.29999999999996,18.499999999999993,NA,NA,0,0,0,MPL,1,error
1,FALSE,3293674051,100,TRUE,0,50,A,A10,9 days,20,"$7,000",Male,Science/Engineering,Two or more university-level courses,Two or more university-level courses,60,60,100,100,I followed mostly similar strategies.,90,100,100,100,0,11,51,0,0,53.00000000000048,30.20000000000016,NA,NA,0,0,0,MPL,-1,error
1,FALSE,3293674051,100,TRUE,0,50,A,A15,9 days,20,"$7,000",Male,Science/Engineering,Two or more university-level courses,Two or more university-level courses,60,60,100,100,I followed mostly similar strategies.,90,100,100,100,0,15,29,0,0,54.80000000000051,25.600000000000094,NA,NA,0,0,0,MPL,-1,error
1,FALSE,3293674051,100,TRUE,2.5,10,G,G10,9 days,20,"$7,000",Male,Science/Engineering,Two or more university-level courses,Two or more university-level courses,60,60,100,100,I followed mostly similar strategies.,90,100,100,100,0,22.5,12.5,0,0,10.599999999999978,63.90000000000064,NA,NA,0,0,0,MPL,1,error
1,FALSE,3293674051,100,TRUE,6.5,25,G,G25,9 days,20,"$7,000",Male,Science/Engineering,Two or more university-level courses,Two or more university-level courses,60,60,100,100,I followed mostly similar strategies.,90,100,100,100,0,7.5,18.5,0,0,16.79999999999997,14.399999999999965,NA,NA,0,0,0,MPL,1,error
1,FALSE,3293674051,100,TRUE,12.5,50,G,G50,9 days,20,"$7,000",Male,Science/Engineering,Two or more university-level courses,Two or more university-level courses,60,60,100,100,I followed mostly similar strategies.,90,100,100,100,0,12.5,12.5,0,0,9.099999999999984,23.600000000000065,NA,NA,0,0,0,MPL,-1,error
1,FALSE,3293674051,100,TRUE,18.5,75,G,G75,9 days,20,"$7,000",Male,Science/Engineering,Two or more university-level courses,Two or more university-level courses,60,60,100,100,I followed mostly similar strategies.,90,100,100,100,0,18.5,12.5,0,0,54.90000000000051,10.599999999999978,NA,NA,0,0,0,MPL,-1,error
1,FALSE,3293674051,100,TRUE,22.5,90,G,G90,9 days,20,"$7,000",Male,Science/Engineering,Two or more university-level courses,Two or more university-level courses,60,60,100,100,I followed mostly similar strategies.,90,100,100,100,0,22.5,3.5,0,0,40.0000000000003,20.30000000000002,NA,NA,0,0,0,MPL,-1,error
1,FALSE,3293674051,100,TRUE,-2.5,10,L,L10,9 days,20,"$7,000",Male,Science/Engineering,Two or more university-level courses,Two or more university-level courses,60,60,100,100,I followed mostly similar strategies.,90,100,100,100,0,-22.5,-13.5,0,0,14.699999999999964,15.399999999999961,NA,NA,0,0,0,MPL,-1,error
1,FALSE,3293674051,100,TRUE,-6.5,25,L,L25,9 days,20,"$7,000",Male,Science/Engineering,Two or more university-level courses,Two or more university-level courses,60,60,100,100,I followed mostly similar strategies.,90,100,100,100,0,-22.5,-7.5,0,0,27.700000000000124,28.20000000000013,NA,NA,0,0,0,MPL,-1,error
1,FALSE,3293674051,100,TRUE,-12.5,50,L,L50,9 days,20,"$7,000",Male,Science/Engineering,Two or more university-level courses,Two or more university-level courses,60,60,100,100,I followed mostly similar strategies.,90,100,100,100,0,-12.5,-13.5,0,0,10.499999999999979,4.999999999999998,NA,NA,0,0,0,MPL,-1,error
1,FALSE,3293674051,100,TRUE,-18.5,75,L,L75,9 days,20,"$7,000",Male,Science/Engineering,Two or more university-level courses,Two or more university-level courses,60,60,100,100,I followed mostly similar strategies.,90,100,100,100,0,-18.5,-13.5,0,0,20.900000000000027,28.500000000000135,NA,NA,0,0,0,MPL,1,error
1,FALSE,3293674051,100,TRUE,-22.5,90,L,L90,9 days,20,"$7,000",Male,Science/Engineering,Two or more university-level courses,Two or more university-level courses,60,60,100,100,I followed mostly similar strategies.,90,100,100,100,0,-22.5,-13.5,0,0,43.900000000000354,6.299999999999994,NA,NA,0,0,0,MPL,1,error
1,FALSE,3356683524,100,TRUE,0,50,A,A10,4 days,20,"$7,000",Male,Science/Engineering,Two or more university-level courses,High school,95,70,80,100,I followed mostly similar strategies.,80,70,80,80,0,9,13,0,0,9.499999999999982,15.59999999999996,NA,NA,0,0,0,MPL,-1,error
1,FALSE,3356683524,100,TRUE,0,50,A,A15,4 days,20,"$7,000",Male,Science/Engineering,Two or more university-level courses,High school,95,70,80,100,I followed mostly similar strategies.,80,70,80,80,0,15,19,0,0,8.599999999999985,31.70000000000018,NA,NA,0,0,0,MPL,-1,error
1,FALSE,3356683524,100,TRUE,2.5,10,G,G10,4 days,20,"$7,000",Male,Science/Engineering,Two or more university-level courses,High school,95,70,80,100,I followed mostly similar strategies.,80,70,80,80,0,2.5,1.5,0,0,29.60000000000015,17.899999999999984,NA,NA,0,0,0,MPL,1,error
1,FALSE,3356683524,100,TRUE,6.5,25,G,G25,4 days,20,"$7,000",Male,Science/Engineering,Two or more university-level courses,High school,95,70,80,100,I followed mostly similar strategies.,80,70,80,80,0,6.5,6.5,0,0,10.09999999999998,17.199999999999974,NA,NA,0,0,0,MPL,1,error
1,FALSE,3356683524,100,TRUE,12.5,50,G,G50,4 days,20,"$7,000",Male,Science/Engineering,Two or more university-level courses,High school,95,70,80,100,I followed mostly similar strategies.,80,70,80,80,0,12.5,11.5,0,0,11.099999999999977,12.79999999999997,NA,NA,0,0,0,MPL,-1,error
1,FALSE,3356683524,100,TRUE,18.5,75,G,G75,4 days,20,"$7,000",Male,Science/Engineering,Two or more university-level courses,High school,95,70,80,100,I followed mostly similar strategies.,80,70,80,80,0,18.5,18.5,0,0,17.099999999999973,19.400000000000006,NA,NA,0,0,0,MPL,-1,error
1,FALSE,3356683524,100,TRUE,22.5,90,G,G90,4 days,20,"$7,000",Male,Science/Engineering,Two or more university-level courses,High school,95,70,80,100,I followed mostly similar strategies.,80,70,80,80,0,22.5,22.5,0,0,15.69999999999996,15.79999999999996,NA,NA,0,0,0,MPL,-1,error
1,FALSE,3356683524,100,TRUE,-2.5,10,L,L10,4 days,20,"$7,000",Male,Science/Engineering,Two or more university-level courses,High school,95,70,80,100,I followed mostly similar strategies.,80,70,80,80,0,-2.5,-21.5,0,0,17.299999999999976,11.099999999999977,NA,NA,0,0,0,MPL,-1,error
1,FALSE,3356683524,100,TRUE,-6.5,25,L,L25,4 days,20,"$7,000",Male,Science/Engineering,Two or more university-level courses,High school,95,70,80,100,I followed mostly similar strategies.,80,70,80,80,0,-6.5,-18.5,0,0,21.400000000000034,14.899999999999963,NA,NA,0,0,0,MPL,-1,error
1,FALSE,3356683524,100,TRUE,-12.5,50,L,L50,4 days,20,"$7,000",Male,Science/Engineering,Two or more university-level courses,High school,95,70,80,100,I followed mostly similar strategies.,80,70,80,80,0,-12.5,-12.5,0,0,8.2999999999999865,36.10000000000024,NA,NA,0,0,0,MPL,-1,error
1,FALSE,3356683524,100,TRUE,-18.5,75,L,L75,4 days,20,"$7,000",Male,Science/Engineering,Two or more university-level courses,High school,95,70,80,100,I followed mostly similar strategies.,80,70,80,80,0,-18.5,-19.5,0,0,22.40000000000005,22.60000000000005,NA,NA,0,0,0,MPL,1,error
1,FALSE,3356683524,100,TRUE,-22.5,90,L,L90,4 days,20,"$7,000",Male,Science/Engineering,Two or more university-level courses,High school,95,70,80,100,I followed mostly similar strategies.,80,70,80,80,0,-22.5,-21.5,0,0,11.999999999999973,11.299999999999976,NA,NA,0,0,0,MPL,1,error
1,TRUE,3565923863,100,TRUE,0,50,A,A10,4,20,7000,Male,Other,High school,High school,35,45,95,100,I followed mostly different strategies.,75,10,90,90,0,11,19,0,0,51.90000000000047,40.70000000000031,NA,NA,0,0,0,MPL,-1,error
1,TRUE,3565923863,100,TRUE,0,50,A,A15,4,20,7000,Male,Other,High school,High school,35,45,95,100,I followed mostly different strategies.,75,10,90,90,0,15,9,0,0,74.10000000000007,42.600000000000335,NA,NA,0,0,0,MPL,-1,error
1,TRUE,3565923863,100,TRUE,2.5,10,G,G10,4,20,7000,Male,Other,High school,High school,35,45,95,100,I followed mostly different strategies.,75,10,90,90,0,12.5,4.5,0,0,14.999999999999963,34.100000000000215,NA,NA,0,0,0,MPL,1,error
1,TRUE,3565923863,100,TRUE,6.5,25,G,G25,4,20,7000,Male,Other,High school,High school,35,45,95,100,I followed mostly different strategies.,75,10,90,90,0,12.5,4.5,0,0,29.800000000000153,28.20000000000013,NA,NA,0,0,0,MPL,1,error
1,TRUE,3565923863,100,TRUE,12.5,50,G,G50,4,20,7000,Male,Other,High school,High school,35,45,95,100,I followed mostly different strategies.,75,10,90,90,0,12.5,9.5,0,0,43.200000000000344,18.099999999999987,NA,NA,0,0,0,MPL,-1,error
1,TRUE,3565923863,100,TRUE,18.5,75,G,G75,4,20,7000,Male,Other,High school,High school,35,45,95,100,I followed mostly different strategies.,75,10,90,90,0,12.5,9.5,0,0,28.20000000000013,30.100000000000158,NA,NA,0,0,0,MPL,-1,error
1,TRUE,3565923863,100,TRUE,22.5,90,G,G90,4,20,7000,Male,Other,High school,High school,35,45,95,100,I followed mostly different strategies.,75,10,90,90,0,12.5,9.5,0,0,27.300000000000118,61.4000000000006,NA,NA,0,0,0,MPL,-1,error
1,TRUE,3565923863,100,TRUE,-2.5,10,L,L10,4,20,7000,Male,Other,High school,High school,35,45,95,100,I followed mostly different strategies.,75,10,90,90,0,-12.5,-12.5,0,0,32.30000000000019,25.000000000000085,NA,NA,0,0,0,MPL,-1,error
1,TRUE,3565923863,100,TRUE,-6.5,25,L,L25,4,20,7000,Male,Other,High school,High school,35,45,95,100,I followed mostly different strategies.,75,10,90,90,0,-12.5,-10.5,0,0,15.399999999999961,36.300000000000246,NA,NA,0,0,0,MPL,-1,error
1,TRUE,3565923863,100,TRUE,-12.5,50,L,L50,4,20,7000,Male,Other,High school,High school,35,45,95,100,I followed mostly different strategies.,75,10,90,90,0,-12.5,-4.5,0,0,43.300000000000345,23.30000000000006,NA,NA,0,0,0,MPL,-1,error
1,TRUE,3565923863,100,TRUE,-18.5,75,L,L75,4,20,7000,Male,Other,High school,High school,35,45,95,100,I followed mostly different strategies.,75,10,90,90,0,-12.5,-10.5,0,0,78.39999999999982,40.1000000000003,NA,NA,0,0,0,MPL,1,error
1,TRUE,3565923863,100,TRUE,-22.5,90,L,L90,4,20,7000,Male,Other,High school,High school,35,45,95,100,I followed mostly different strategies.,75,10,90,90,0,-12.5,-24.5,0,0,19.80000000000001,27.200000000000117,NA,NA,0,0,0,MPL,1,error
1,FALSE,3899444473,100,TRUE,0,50,A,A10,2 days,20 dollars,1400,Female,Other,Single university-level course,No course,71,80,92,70,I followed mostly similar strategies.,92,70,93,80,0,1,1,0,0,45.00000000000037,30.20000000000016,NA,NA,0,0,0,MPL,-1,error
1,FALSE,3899444473,100,TRUE,0,50,A,A15,2 days,20 dollars,1400,Female,Other,Single university-level course,No course,71,80,92,70,I followed mostly similar strategies.,92,70,93,80,0,31,1,0,0,16.399999999999963,28.600000000000136,NA,NA,0,0,0,MPL,-1,error
1,FALSE,3899444473,100,TRUE,2.5,10,G,G10,2 days,20 dollars,1400,Female,Other,Single university-level course,No course,71,80,92,70,I followed mostly similar strategies.,92,70,93,80,0,0.5,0.5,0,0,13.299999999999969,12.99999999999997,NA,NA,0,0,0,MPL,1,error
1,FALSE,3899444473,100,TRUE,6.5,25,G,G25,2 days,20 dollars,1400,Female,Other,Single university-level course,No course,71,80,92,70,I followed mostly similar strategies.,92,70,93,80,0,10.5,5.5,0,0,20.700000000000024,11.499999999999975,NA,NA,0,0,0,MPL,1,error
1,FALSE,3899444473,100,TRUE,12.5,50,G,G50,2 days,20 dollars,1400,Female,Other,Single university-level course,No course,71,80,92,70,I followed mostly similar strategies.,92,70,93,80,0,0.5,9.5,0,0,12.89999999999997,36.10000000000024,NA,NA,0,0,0,MPL,-1,error
1,FALSE,3899444473,100,TRUE,18.5,75,G,G75,2 days,20 dollars,1400,Female,Other,Single university-level course,No course,71,80,92,70,I followed mostly similar strategies.,92,70,93,80,0,0.5,0.5,0,0,14.799999999999963,13.999999999999966,NA,NA,0,0,0,MPL,-1,error
1,FALSE,3899444473,100,TRUE,22.5,90,G,G90,2 days,20 dollars,1400,Female,Other,Single university-level course,No course,71,80,92,70,I followed mostly similar strategies.,92,70,93,80,0,5.5,0.5,0,0,8.399999999999986,14.899999999999963,NA,NA,0,0,0,MPL,-1,error
1,FALSE,3899444473,100,TRUE,-2.5,10,L,L10,2 days,20 dollars,1400,Female,Other,Single university-level course,No course,71,80,92,70,I followed mostly similar strategies.,92,70,93,80,0,-24.5,-10.5,0,0,39.700000000000294,35.80000000000024,NA,NA,0,0,0,MPL,-1,error
1,FALSE,3899444473,100,TRUE,-6.5,25,L,L25,2 days,20 dollars,1400,Female,Other,Single university-level course,No course,71,80,92,70,I followed mostly similar strategies.,92,70,93,80,0,-1.5,-10.5,0,0,11.899999999999974,13.399999999999968,NA,NA,0,0,0,MPL,-1,error
1,FALSE,3899444473,100,TRUE,-12.5,50,L,L50,2 days,20 dollars,1400,Female,Other,Single university-level course,No course,71,80,92,70,I followed mostly similar strategies.,92,70,93,80,0,-19.5,-19.5,0,0,14.699999999999964,28.90000000000014,NA,NA,0,0,0,MPL,-1,error
1,FALSE,3899444473,100,TRUE,-18.5,75,L,L75,2 days,20 dollars,1400,Female,Other,Single university-level course,No course,71,80,92,70,I followed mostly similar strategies.,92,70,93,80,0,-9.5,-20.5,0,0,10.599999999999978,22.700000000000053,NA,NA,0,0,0,MPL,1,error
1,FALSE,3899444473,100,TRUE,-22.5,90,L,L90,2 days,20 dollars,1400,Female,Other,Single university-level course,No course,71,80,92,70,I followed mostly similar strategies.,92,70,93,80,0,-20.5,-24.5,0,0,9.299999999999983,65.00000000000058,NA,NA,0,0,0,MPL,1,error
1,FALSE,3925715254,100,TRUE,0,50,A,A10,4 days,20,"6,000",Female,Science/Engineering,Two or more university-level courses,Single university-level course,98,53,50,95,I followed mostly similar strategies.,10,10,8,8,0,1,49,0,0,34.30000000000022,24.400000000000077,NA,NA,0,0,0,MPL,-1,error
1,FALSE,3925715254,100,TRUE,0,50,A,A15,4 days,20,"6,000",Female,Science/Engineering,Two or more university-level courses,Single university-level course,98,53,50,95,I followed mostly similar strategies.,10,10,8,8,0,15,29,0,0,19.70000000000001,94.6999999999989,NA,NA,0,0,0,MPL,-1,error
1,FALSE,3925715254,100,TRUE,2.5,10,G,G10,4 days,20,"6,000",Female,Science/Engineering,Two or more university-level courses,Single university-level course,98,53,50,95,I followed mostly similar strategies.,10,10,8,8,0,12.5,14.5,0,0,10.09999999999998,23.500000000000064,NA,NA,0,0,0,MPL,1,error
1,FALSE,3925715254,100,TRUE,6.5,25,G,G25,4 days,20,"6,000",Female,Science/Engineering,Two or more university-level courses,Single university-level course,98,53,50,95,I followed mostly similar strategies.,10,10,8,8,0,12.5,14.5,0,0,17.199999999999974,7.899999999999988,NA,NA,0,0,0,MPL,1,error
1,FALSE,3925715254,100,TRUE,12.5,50,G,G50,4 days,20,"6,000",Female,Science/Engineering,Two or more university-level courses,Single university-level course,98,53,50,95,I followed mostly similar strategies.,10,10,8,8,0,12.5,19.5,0,0,8.699999999999985,14.699999999999964,NA,NA,0,0,0,MPL,-1,error
1,FALSE,3925715254,100,TRUE,18.5,75,G,G75,4 days,20,"6,000",Female,Science/Engineering,Two or more university-level courses,Single university-level course,98,53,50,95,I followed mostly similar strategies.,10,10,8,8,0,12.5,19.5,0,0,17.299999999999976,18.29999999999999,NA,NA,0,0,0,MPL,-1,error
1,FALSE,3925715254,100,TRUE,22.5,90,G,G90,4 days,20,"6,000",Female,Science/Engineering,Two or more university-level courses,Single university-level course,98,53,50,95,I followed mostly similar strategies.,10,10,8,8,0,12.5,19.5,0,0,6.999999999999991,40.2000000000003,NA,NA,0,0,0,MPL,-1,error
1,FALSE,3925715254,100,TRUE,-2.5,10,L,L10,4 days,20,"6,000",Female,Science/Engineering,Two or more university-level courses,Single university-level course,98,53,50,95,I followed mostly similar strategies.,10,10,8,8,0,-12.5,-14.5,0,0,5.599999999999996,132.79999999999674,NA,NA,0,0,0,MPL,-1,error
